timestep,timestamp,error,lap_number
1,0.004844188690185547,0.17187499999998934,1
2,0.1146540641784668,0.17187499999998934,1
3,0.2234179973602295,0.1880837912087827,1
4,0.3323969841003418,0.30202609890109144,1
5,0.43846988677978516,0.48420329670328854,1
6,0.5443239212036133,0.3442078754578617,1
7,0.6537089347839355,0.20036630036629077,1
8,0.7641129493713379,0.4146520146520061,1
9,0.9763658046722412,0.8421932234432106,1
10,1.082319974899292,2.6497367216117027,1
11,1.1854479312896729,3.830711996336973,1
12,1.295809030532837,5.265533424908405,1
13,1.4040160179138184,7.059374999999974,1
14,1.5142090320587158,12.163427197802179,1
15,1.6251270771026611,21.665487637362624,1
16,1.729875087738037,25.278079212454188,1
17,1.8394660949707031,21.9033539377289,1
18,2.053708076477051,21.978182234432204,1
19,2.163862943649292,18.68050595238094,1
20,2.2745821475982666,13.027586996336964,1
21,2.3777570724487305,3.8238095238095156,1
22,2.485273838043213,7.361332417582425,1
23,2.595641851425171,19.29826007326008,1
24,2.704841136932373,29.950769230769232,1
25,2.809040069580078,34.05,1
26,2.9161999225616455,,1
27,3.0237340927124023,37.78021978021978,1
28,3.130070924758911,32.97257448433919,1
29,3.236931800842285,13.569436813186833,1
30,3.34306001663208,4.2946543040292795,1
31,3.448961019515991,19.452586996336983,1
32,3.5545129776000977,28.93956043956041,1
33,3.6606228351593018,,1
34,3.7659130096435547,1.7763568394002505e-14,1
35,3.978285789489746,1.7763568394002505e-14,1
36,4.0838470458984375,18.111858974358938,1
37,4.1949169635772705,14.259638278388266,1
38,4.300865888595581,23.191391941391913,1
39,4.405930042266846,26.294471153846132,1
40,4.5154869556427,26.55008012820511,1
41,4.622545003890991,28.500806321561043,1
42,4.7325568199157715,28.391523378582256,1
43,4.842052936553955,24.942781998831094,1
44,5.0568931102752686,16.812168040293024,1
45,5.163964033126831,18.31707875457873,1
46,5.273684024810791,15.939789377289358,1
47,5.37797999382019,6.436687271062262,1
48,5.487873792648315,7.925492216117231,1
49,5.597901821136475,1.7763568394002505e-14,1
50,5.70604395866394,1.7763568394002505e-14,1
51,5.816039085388184,1.7763568394002505e-14,1
52,5.9223949909210205,35.7218115942029,1
53,6.132481098175049,18.040407509157525,1
54,6.239409923553467,7.557864010989036,1
55,6.3489508628845215,5.225526556776572,1
56,6.459153890609741,3.5555746336996457,1
57,6.568120956420898,5.124461996336983,1
58,6.678034067153931,10.37390109890108,1
59,6.786716938018799,11.430711996336981,1
60,6.896844863891602,6.463793498168485,1
61,7.006393909454346,4.521680402930386,1
62,7.115585803985596,5.3925251831501555,1
63,7.225359916687012,7.612522893772891,1
64,7.335129022598267,8.710737179487161,1
65,7.445580959320068,9.27220695970695,1
66,7.552724123001099,9.694711538461519,1
67,7.66261100769043,10.452449633699608,1
68,7.772510051727295,12.194734432234412,1
69,7.88231897354126,13.997367216117183,1
70,8.094072818756104,17.02134844322343,1
71,8.203991889953613,30.32593037214886,1
72,8.314779996871948,28.84219322344319,1
73,8.419766187667847,26.702655677655663,1
74,8.526418924331665,27.47894917582417,1
75,8.636663913726807,27.552827380952372,1
76,8.743103981018066,21.906616300366274,1
77,8.853197813034058,15.072424450549427,1
78,9.068327903747559,5.282635073260053,1
79,9.178761959075928,7.425423534798547,1
80,9.287841796875,20.15616987179488,1
81,9.396581888198853,29.91353684859698,1
82,9.5035719871521,,1
83,9.610533952713013,1.7763568394002505e-14,1
84,9.719977140426636,1.7763568394002505e-14,1
85,9.830550909042358,32.01915322580645,1
86,9.940215826034546,12.977163461538474,1
87,10.153661012649536,3.92063873626374,1
88,10.263463973999023,13.264983974358941,1
89,10.372766971588135,24.41179270227395,1
90,10.482177972793579,31.860326288468677,1
91,10.591744184494019,1.7763568394002505e-14,1
92,10.701194047927856,1.7763568394002505e-14,1
93,10.809218883514404,1.7763568394002505e-14,1
94,10.914622068405151,,1
95,11.020144939422607,28.026866746698644,1
96,11.231986999511719,26.26673117239156,1
97,11.34191608428955,1.7763568394002505e-14,1
98,11.452781915664673,1.7763568394002505e-14,1
99,11.557356834411621,1.7763568394002505e-14,1
100,11.667884826660156,1.7763568394002505e-14,1
101,11.770056962966919,17.40219780219777,1
102,11.879590034484863,10.615499084249059,1
103,11.990052938461304,15.8245879120879,1
104,12.099798917770386,22.394871794871776,1
105,12.314807176589966,23.43079212454211,1
106,12.423121929168701,1.7763568394002505e-14,1
107,12.533411979675293,1.7763568394002505e-14,1
108,12.638775110244751,23.272550366300344,1
109,12.746779918670654,3.7410370879120975,1
110,12.856534957885742,14.853468406593418,1
111,12.96614694595337,19.061252289377297,1
112,13.072609901428223,17.247161172161178,1
113,13.182305097579956,19.457062728937743,1
114,13.392446994781494,23.66794871794873,1
115,13.503174066543579,4.2920558608058705,1
116,13.614049196243286,13.52067307692306,1
117,13.72435998916626,30.77070707070706,1
118,13.834137916564941,30.297331075632982,1
119,13.940607070922852,28.926051247346898,1
120,14.045071840286255,31.392490783779444,1
121,14.153615951538086,31.96963562753035,1
122,14.259325981140137,30.495497185741108,1
123,14.363530158996582,27.102545018007206,1
124,14.472982168197632,22.803808176197357,1
125,14.580064058303833,22.858884188260184,1
126,14.690115928649902,28.29693877551022,1
127,14.79686689376831,24.090361721611707,1
128,14.905385971069336,12.287065018314998,1
129,15.014403820037842,2.480242673992688,1
130,15.119241952896118,,1
131,15.330441951751709,1.7763568394002505e-14,1
132,15.439705848693848,23.64247941376445,1
133,15.550285816192627,8.654464285714308,1
134,15.65952181816101,5.520352564102588,1
135,15.768930912017822,0.11149267399270357,1
136,15.874588966369629,9.924896978021948,1
137,15.985831022262573,15.84711538461535,1
138,16.091760873794556,12.623500457875444,1
139,16.198166131973267,9.190968406593392,1
140,16.413321018218994,10.934363553113535,1
141,16.520780086517334,6.460199175824165,1
142,16.631300926208496,4.76377060439561,1
143,16.738248109817505,10.876430860805865,1
144,16.847031831741333,9.787843406593414,1
145,16.956236124038696,6.729887820512829,1
146,17.06649613380432,4.899816849816869,1
147,17.1729838848114,4.511137820512836,1
148,17.28143811225891,4.424942765567781,1
149,17.489833116531372,3.5851190476190666,1
150,17.60077404975891,0.6614583333333144,1
151,17.710623025894165,4.103308150183139,1
152,17.819962978363037,13.014125457875423,1
153,17.929487943649292,20.16861263736262,1
154,18.039030075073242,16.522962454212433,1
155,18.14595103263855,10.234374999999979,1
156,18.25275707244873,10.97896062271061,1
157,18.360656023025513,11.166117216117208,1
158,18.575947999954224,2.601533882783869,1
159,18.68618083000183,5.264148351648359,1
160,18.795475959777832,2.2860576923077076,1
161,18.906074047088623,0.5809752747252617,1
162,19.016273975372314,2.4017284798534604,1
163,19.124799013137817,3.872058150183129,1
164,19.23166799545288,6.400709706959688,1
165,19.340018033981323,17.894929029303995,1
166,19.445945024490356,22.01100045787544,1
167,19.657958984375,19.63284111721609,1
168,19.764137983322144,17.65904304029302,1
169,19.875036001205444,17.240842490842468,1
170,19.985405921936035,13.404212454212434,1
171,20.095415830612183,5.014640567765547,1
172,20.205485820770264,5.904945054945067,1
173,20.310302019119263,21.39811126373627,1
174,20.418872833251953,28.442627220215478,1
175,20.524682998657227,33.215380405035575,1
176,20.733803033828735,33.262725779967155,1
177,20.84360408782959,21.395856227106236,1
178,20.954296827316284,9.29428800366301,1
179,21.060868978500366,0.36926510989009387,1
180,21.166921138763428,4.405048076923066,1
181,21.273859977722168,10.756982600732577,1
182,21.382951021194458,26.791746794871763,1
183,21.490025997161865,,1
184,21.59638786315918,1.7763568394002505e-14,1
185,21.81159996986389,1.7763568394002505e-14,2
186,21.92102575302124,30.040622168529133,2
187,22.02984881401062,29.921624886741128,2
188,22.14014196395874,1.7763568394002505e-14,2
189,22.249563932418823,1.7763568394002505e-14,2
190,22.35965394973755,1.7763568394002505e-14,2
191,22.460529088974,,2
192,22.570159912109375,32.93344456803857,2
193,22.679009914398193,34.15965811965812,2
194,22.887948036193848,,2
195,22.99834704399109,1.7763568394002505e-14,2
196,23.10557508468628,1.7763568394002505e-14,2
197,23.21325182914734,1.7763568394002505e-14,2
198,23.321254014968872,32.9876086956521,2
199,23.429542064666748,29.889878542510147,2
200,23.538185119628906,34.55588235294114,2
201,23.648437976837158,1.7763568394002505e-14,2
202,23.75834822654724,1.7763568394002505e-14,2
203,23.969831943511963,1.7763568394002505e-14,2
204,24.079500913619995,29.842597658387092,2
205,24.189609050750732,33.37923618835747,2
206,24.298995971679688,1.7763568394002505e-14,2
207,24.408572912216187,1.7763568394002505e-14,2
208,24.519484043121338,1.7763568394002505e-14,2
209,24.626222848892212,1.7763568394002505e-14,2
210,24.73558211326599,34.69047619047619,2
211,24.84464383125305,33.758620689655174,2
212,25.055102109909058,,2
213,25.16537880897522,1.7763568394002505e-14,2
214,25.275408029556274,1.7763568394002505e-14,2
215,25.385585069656372,1.7763568394002505e-14,2
216,25.48980689048767,33.77780914737437,2
217,25.59730315208435,29.912681912681897,2
218,25.70634889602661,35.163533834586445,2
219,25.817178964614868,1.7763568394002505e-14,2
220,25.927082061767578,1.7763568394002505e-14,2
221,26.138232946395874,1.7763568394002505e-14,2
222,26.244696855545044,28.16641998149865,2
223,26.354081869125366,23.20064935064938,2
224,26.464354991912842,28.923669070577745,2
225,26.573333024978638,1.7763568394002505e-14,2
226,26.68295407295227,1.7763568394002505e-14,2
227,26.789886951446533,1.7763568394002505e-14,2
228,26.899614095687866,29.00829562594273,2
229,27.009037971496582,16.339766483516456,2
230,27.11849093437195,15.023054029304006,2
231,27.227418899536133,29.02816326530614,2
232,27.336620807647705,1.7763568394002505e-14,2
233,27.44700813293457,31.03047379363167,2
234,27.556057929992676,6.3881982600732385,2
235,27.66624402999878,18.702918956043963,2
236,27.77315902709961,,2
237,27.882344961166382,23.187042124542124,2
238,28.096384048461914,13.793028846153838,2
239,28.205015897750854,16.29707949055775,2
240,28.313828945159912,9.461135104882928,2
241,28.423307180404663,38.46428571428582,2
242,28.532983779907227,1.7763568394002505e-14,2
243,28.64422297477722,1.7763568394002505e-14,2
244,28.753631114959717,1.7763568394002505e-14,2
245,28.858165979385376,1.7763568394002505e-14,2
246,28.96322798728943,1.7763568394002505e-14,2
247,29.176994800567627,1.7763568394002505e-14,2
248,29.286041021347046,19.252525252525245,2
249,29.39511203765869,82.31289223989985,2
